Name,chr_hg19,CG_position_hg19,strand_hg19,C_position_hg19,chr_hg38,CG_position_hg38,strand_hg38,C_position_hg38,Illumina_Type,Illumina_Islands_Name,Illumina_Relation_to_Island,Illumina_UCSC_RefGene_Name,Illumina_UCSC_RefGene_Accession,Illumina_UCSC_RefGene_Group,Illumina_Regulatory_Feature_Group,GencodeBasicV12_NAME,GencodeBasicV12_Accession,GencodeBasicV12_Group,GencodeCompV12_NAME,GencodeCompV12_Accession,GencodeCompV12_Group,Array_450k,Array_EPIC.v1,Array_Methyl27_Loci,Array_EPIC.v2
cg13885623,chr1,11919095,-,11919096,chr1,11859038.0,-,11859039.0,II,chr1:11919115-11919555,N_Shore,NPPB,NM_002521,TSS200,Unclassified,NPPB;NPPB,ENST00000474547.1;ENST00000376468.3,TSS200;TSS200,NPPB;NPPB,ENST00000474547.1;ENST00000376468.3,TSS200;TSS200,True,True,,1.0
cg22698629,chr1,20670730,-,20670731,chr1,20344237.0,-,20344238.0,I,chr1:20669566-20670018,S_Shore,VWA5B1,NM_001039500,Body,Unclassified_Cell_type_specific,VWA5B1,ENST00000525343.1,5'UTR,VWA5B1;VWA5B1,ENST00000485375.2;ENST00000525343.1,3'UTR;5'UTR,True,True,,1.0
cg24876897,chr1,20988603,-,20988604,chr1,20662110.0,-,20662111.0,II,chr1:20987516-20988238,S_Shore,DDOST,NM_005216,TSS1500,NonGene_Associated,DDOST;DDOST;DDOST,ENST00000477229.1;ENST00000415136.2;ENST00000375048.3,TSS1500;TSS1500;TSS1500,DDOST;DDOST;DDOST;DDOST,ENST00000477229.1;ENST00000464364.1;ENST00000415136.2;ENST00000375048.3,TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg24730688,chr1,21023823,-,21023824,chr1,20697330.0,-,20697331.0,II,chr1:21022939-21023189,S_Shore,KIF17;KIF17,NM_001122819;NM_020816,Body;Body,Promoter_Associated,KIF17,ENST00000490034.1,3'UTR,KIF17,ENST00000490034.1,3'UTR,True,True,,1.0
cg22077361,chr1,24195347,-,24195348,chr1,23868857.0,-,23868858.0,II,chr1:24194254-24194990,S_Shore,FUCA1,NM_000147,TSS1500,Promoter_Associated,FUCA1;FUCA1,ENST00000374475.3;ENST00000374479.3,TSS1500;TSS1500,FUCA1;FUCA1,ENST00000374475.3;ENST00000374479.3,TSS1500;TSS1500,True,True,,1.0
cg25593625,chr1,24397689,-,24397690,chr1,24071199.0,-,24071200.0,II,,OpenSea,MYOM3,NM_152372,Body,Unclassified,RP11-293P20.3;RP11-293P20.4;RP11-293P20.2,ENST00000448831.1;ENST00000429191.1;ENST00000439239.1,3'UTR;5'UTR;5'UTR,RP11-293P20.3;RP11-293P20.4;RP11-293P20.2,ENST00000448831.1;ENST00000429191.1;ENST00000439239.1,3'UTR;5'UTR;5'UTR,True,True,,1.0
cg08133631,chr1,26527909,-,26527910,chr1,26201418.0,-,26201419.0,I,,OpenSea,CATSPER4,NM_198137,Body,Unclassified_Cell_type_specific,,,,CATSPER4,ENST00000518899.1,3'UTR,True,True,,1.0
cg19633205,chr1,35544470,-,35544471,chr1,35078869.0,-,35078870.0,II,chr1:35544927-35545303,N_Shore,ZMYM1,NM_024772,TSS1500,,ZMYM1;ZMYM1;ZMYM1,ENST00000359858.4;ENST00000488455.1;ENST00000373329.1,TSS1500;TSS1500;TSS1500,ZMYM1;ZMYM1;ZMYM1;ZMYM1;ZMYM1,ENST00000359858.4;ENST00000466390.1;ENST00000488455.1;ENST00000475654.1;ENST00000417119.1,TSS1500;TSS1500;TSS1500;TSS1500;5'UTR,True,True,,1.0
cg04673462,chr1,38461896,-,38461897,chr1,37996224.0,-,37996225.0,II,chr1:38461584-38461988,Island,,,,,,,,,,,True,True,,1.0
cg17434008,chr1,38974111,-,38974112,chr1,38508439.0,-,38508440.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg12410921,chr1,39249664,-,39249665,chr1,38783992.0,-,38783993.0,I,,OpenSea,,,,,,,,,,,True,True,,1.0
cg13393721,chr1,43815035,-,43815036,chr1,43349364.0,-,43349365.0,II,chr1:43814305-43815277,Island,MPL,NM_005373,Body,Unclassified_Cell_type_specific,MPL;MPL,ENST00000372468.3;ENST00000372470.3,3'UTR;ExonBnd,MPL;MPL,ENST00000372468.3;ENST00000372470.3,3'UTR;ExonBnd,True,True,,1.0
cg22345063,chr1,48191702,-,48191703,chr1,47726030.0,-,47726031.0,II,chr1:48190756-48190992,S_Shore,,,,Unclassified,,,,,,,True,True,,1.0
cg00405069,chr1,52455390,-,52455391,chr1,51989718.0,-,51989719.0,II,chr1:52455970-52456453,N_Shore,RAB3B,NM_002867,5'UTR,,RAB3B;RAB3B,ENST00000537650.1;ENST00000371655.3,5'UTR;5'UTR,RAB3B;RAB3B,ENST00000537650.1;ENST00000371655.3,5'UTR;5'UTR,True,True,,1.0
cg05821046,chr1,54304846,-,54304847,chr1,53839173.0,-,53839174.0,II,chr1:54303758-54304262,S_Shore,TMEM48;TMEM48;TMEM48,NM_018087;NM_001168551;NR_033142,TSS1500;TSS1500;TSS1500,,TMEM48;TMEM48;TMEM48;TMEM48;TMEM48,ENST00000537333.1;ENST00000234725.8;ENST00000480952.1;ENST00000360494.4;ENST00000371429.3,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,TMEM48;TMEM48;TMEM48;TMEM48;TMEM48,ENST00000537333.1;ENST00000234725.8;ENST00000480952.1;ENST00000360494.4;ENST00000371429.3,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg26013992,chr1,61520099,-,61520100,chr1,61054427.0,-,61054428.0,II,chr1:61519352-61519971,S_Shore,,,,Unclassified_Cell_type_specific,,,,NFIA,ENST00000476646.1,5'UTR,True,True,,1.0
cg00597687,chr1,63785003,-,63785004,chr1,63319332.0,-,63319333.0,II,chr1:63782394-63790471,Island,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg24049468,chr1,65615281,-,65615282,chr1,65149598.0,-,65149599.0,II,chr1:65613041-65614898,S_Shore,AK3L1;AK3L1;AK3L1,NM_203464;NM_001005353;NM_013410,Body;Body;Body,,AK4;AK4,ENST00000546702.1;ENST00000470888.2,5'UTR;5'UTR,AK4;AK4;AK4;AK4,ENST00000546702.1;ENST00000497030.1;ENST00000470888.2;ENST00000474968.1,5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg05694621,chr1,66767231,-,66767232,chr1,66301548.0,-,66301549.0,I,,OpenSea,PDE4B;PDE4B;PDE4B,NM_001037341;NM_001037340;NM_002600,Body;Body;Body,Unclassified,,,,,,,True,True,,1.0
cg04896168,chr1,86968543,-,86968544,chr1,86502860.0,-,86502861.0,II,,OpenSea,,,,Unclassified,,,,,,,True,True,,1.0
cg18143535,chr1,95285405,-,95285406,chr1,94819849.0,-,94819850.0,I,chr1:95285602-95286319,N_Shore,SLC44A3;SLC44A3,NM_001114106;NM_152369,TSS1500;TSS1500,,SLC44A3;SLC44A3;SLC44A3;SLC44A3;SLC44A3;SLC44A3;RP11-86H7.1,ENST00000446120.2;ENST00000271227.6;ENST00000527077.1;ENST00000529450.1;ENST00000467909.1;ENST00000532427.1;ENST00000452922.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;3'UTR,SLC44A3;SLC44A3;SLC44A3;SLC44A3;SLC44A3;SLC44A3;SLC44A3;RP11-86H7.1;RP11-86H7.1;RP11-86H7.1;RP11-86H7.1;RP11-86H7.1,ENST00000446120.2;ENST00000271227.6;ENST00000527077.1;ENST00000529450.1;ENST00000467909.1;ENST00000422520.2;ENST00000532427.1;ENST00000418366.1;ENST00000442418.1;ENST00000452922.1;ENST00000421997.1;ENST00000414374.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,True,True,,1.0
cg26537280,chr1,95699037,-,95699038,chr1,95233481.0,-,95233482.0,II,chr1:95699725-95700142,N_Shore,RWDD3;RWDD3,NM_001128142;NM_015485,TSS1500;TSS1500,Promoter_Associated,RWDD3;RWDD3;RWDD3;RWDD3;RP11-57H12.3;RP11-57H12.3,ENST00000370202.4;ENST00000429514.2;ENST00000263893.6;ENST00000495272.1;ENST00000421762.1;ENST00000419846.1,TSS1500;TSS1500;TSS1500;TSS1500;3'UTR;3'UTR,RWDD3;RWDD3;RWDD3;RWDD3;RWDD3;RWDD3;RWDD3;RP11-57H12.3;RP11-57H12.3,ENST00000370202.4;ENST00000429514.2;ENST00000263893.6;ENST00000492639.1;ENST00000495272.1;ENST00000497058.1;ENST00000473397.1;ENST00000421762.1;ENST00000419846.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;3'UTR;3'UTR,True,True,,1.0
cg00729875,chr1,100111713,-,100111714,chr1,99646157.0,-,99646158.0,II,,OpenSea,PALMD;PALMD,NM_017734;NM_017734,1stExon;5'UTR,,PALMD;PALMD,ENST00000263174.4;ENST00000263174.4,5'UTR;1stExon,PALMD;PALMD,ENST00000263174.4;ENST00000263174.4,5'UTR;1stExon,True,True,True,1.0
cg02605776,chr1,111507160,-,111507161,chr1,110964538.0,-,110964539.0,II,chr1:111505881-111507007,S_Shore,C1orf103;C1orf103,NM_018372;NM_001006945,TSS1500;TSS1500,NonGene_Associated,LRIF1;LRIF1,ENST00000485275.2;ENST00000369763.4,TSS1500;TSS1500,LRIF1;LRIF1,ENST00000485275.2;ENST00000369763.4,TSS1500;TSS1500,True,True,,1.0
cg22697853,chr1,147737207,-,147737208,chr1,148264933.0,-,148264934.0,II,chr1:147737015-147737303,Island,,,,,,,,,,,True,True,,1.0
cg08477332,chr1,153590243,-,153590244,chr1,153617767.0,-,153617768.0,II,,OpenSea,S100A14,NM_020672,TSS1500,Unclassified,S100A14;S100A14;S100A14,ENST00000368701.1;ENST00000344616.2;ENST00000368702.1,TSS1500;TSS1500;TSS1500,S100A14;S100A14;S100A14;S100A14,ENST00000368701.1;ENST00000344616.2;ENST00000469571.1;ENST00000368702.1,TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg22941637,chr1,155248588,-,155248589,chr1,155278797.0,-,155278798.0,II,chr1:155246991-155247748,S_Shore,HCN3,NM_020897,Body,Promoter_Associated,CLK2;HCN3,ENST00000536801.1;ENST00000496230.1,TSS1500;5'UTR,CLK2;CLK2;HCN3,ENST00000536801.1;ENST00000471047.1;ENST00000496230.1,TSS1500;TSS1500;5'UTR,True,True,,1.0
cg17935233,chr1,156338826,-,156338827,chr1,156369035.0,-,156369036.0,II,chr1:156338758-156339251,Island,RHBG;RHBG,NR_026549;NM_020407,TSS200;TSS200,,RHBG,ENST00000537040.1,TSS200,RHBG;RHBG;CCT3;CCT3;CCT3;RHBG,ENST00000466013.1;ENST00000368245.3;ENST00000463132.1;ENST00000413555.1;ENST00000446905.1;ENST00000467375.2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200,True,True,,1.0
cg24058386,chr1,156393917,-,156393918,chr1,156424125.0,-,156424126.0,II,chr1:156390403-156391581,S_Shelf,C1orf61,NM_006365,5'UTR,,C1orf61;C1orf61,ENST00000368243.1;ENST00000476966.1,5'UTR;3'UTR,C1orf61;C1orf61;C1orf61;C1orf61;C1orf61;C1orf61,ENST00000368243.1;ENST00000471156.1;ENST00000497824.1;ENST00000484428.1;ENST00000489877.1;ENST00000476966.1,5'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,True,True,,1.0
cg23640929,chr1,156615962,-,156615963,chr1,156646170.0,-,156646171.0,II,chr1:156616553-156616946,N_Shore,BCAN;BCAN,NM_198427;NM_021948,Body;Body,,,,,BCAN;BCAN,ENST00000491823.1;ENST00000479949.1,TSS1500;5'UTR,True,True,,1.0
cg24329783,chr1,161160887,-,161160888,chr1,161191097.0,-,161191098.0,II,,OpenSea,ADAMTS4,NM_005099,3'UTR,,ADAMTS4,ENST00000367996.4,3'UTR,ADAMTS4,ENST00000367996.4,3'UTR,True,True,,1.0
cg07580762,chr1,161171810,-,161171811,chr1,161202020.0,-,161202021.0,II,chr1:161171809-161172256,Island,NDUFS2;NDUFS2,NM_004550;NM_001166159,5'UTR;TSS200,Promoter_Associated,NDUFS2;NDUFS2;NDUFS2;NDUFS2,ENST00000476409.2;ENST00000546154.1;ENST00000392179.4;ENST00000367993.3,TSS1500;TSS1500;TSS200;5'UTR,NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2,ENST00000467295.1;ENST00000475570.1;ENST00000478866.1;ENST00000546154.1;ENST00000496553.1;ENST00000392179.4;ENST00000479948.1;ENST00000496133.1;ENST00000367993.3,TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg21691116,chr1,161171819,-,161171820,chr1,161202029.0,-,161202030.0,II,chr1:161171809-161172256,Island,NDUFS2;NDUFS2,NM_004550;NM_001166159,5'UTR;TSS200,Promoter_Associated,NDUFS2;NDUFS2;NDUFS2;NDUFS2,ENST00000476409.2;ENST00000546154.1;ENST00000392179.4;ENST00000367993.3,TSS1500;TSS1500;TSS200;5'UTR,NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS2,ENST00000467295.1;ENST00000475570.1;ENST00000478866.1;ENST00000546154.1;ENST00000496553.1;ENST00000392179.4;ENST00000479948.1;ENST00000496133.1;ENST00000367993.3,TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg10092377,chr1,200880981,-,200880982,chr1,200911853.0,-,200911854.0,I,chr1:200880593-200881270,Island,C1orf106;C1orf106,NM_001142569;NM_018265,Body;Body,,C1orf106,ENST00000465162.1,TSS200,C1orf106,ENST00000465162.1,TSS200,True,True,,0.0
cg03948781,chr1,205179583,-,205179584,chr1,205210455.0,-,205210456.0,II,chr1:205179963-205180910,N_Shore,DSTYK;DSTYK,NM_015375;NM_199462,Body;Body,,,,,,,,True,True,,1.0
cg17178900,chr1,205818956,-,205818957,chr1,205849828.0,-,205849829.0,I,chr1:205818898-205819191,Island,PM20D1,NM_152491,Body,Unclassified_Cell_type_specific,PM20D1,ENST00000460624.1,3'UTR,PM20D1,ENST00000460624.1,3'UTR,True,True,,1.0
cg14893161,chr1,205819251,-,205819252,chr1,205850123.0,-,205850124.0,II,chr1:205818898-205819191,S_Shore,PM20D1;PM20D1,NM_152491;NM_152491,5'UTR;1stExon,Unclassified_Cell_type_specific,PM20D1;PM20D1;PM20D1,ENST00000460624.1;ENST00000367136.4;ENST00000460624.1,1stExon;TSS200;3'UTR,PM20D1;PM20D1;PM20D1,ENST00000460624.1;ENST00000367136.4;ENST00000460624.1,1stExon;TSS200;3'UTR,True,True,True,1.0
cg23615892,chr1,215825505,-,215825506,chr1,215652163.0,-,215652164.0,II,,OpenSea,USH2A,NM_206933,Body,,,,,,,,True,True,,1.0
cg06939851,chr1,226112534,-,226112535,chr1,225924834.0,-,225924835.0,I,chr1:226111642-226112552,Island,PYCR2,NM_013328,TSS1500,Promoter_Associated,PYCR2;PYCR2;PYCR2;RP4-559A3.7,ENST00000316940.7;ENST00000316918.7;ENST00000343818.6;ENST00000432920.2,TSS1500;TSS1500;TSS1500;TSS1500,PYCR2;PYCR2;PYCR2;PYCR2;PYCR2;PYCR2;RP4-559A3.7,ENST00000472798.1;ENST00000489681.1;ENST00000467298.1;ENST00000316940.7;ENST00000316918.7;ENST00000343818.6;ENST00000432920.2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg24860534,chr1,227506868,-,227506869,chr1,227319167.0,-,227319168.0,II,chr1:227505446-227506752,S_Shore,CDC42BPA;CDC42BPA,NM_014826;NM_003607,TSS1500;TSS1500,,CDC42BPA;CDC42BPA;CDC42BPA,ENST00000366765.3;ENST00000366764.2;ENST00000366769.3,TSS1500;TSS1500;TSS1500,CDC42BPA;CDC42BPA;CDC42BPA,ENST00000366765.3;ENST00000366764.2;ENST00000366769.3,TSS1500;TSS1500;TSS1500,True,True,True,1.0
cg02012159,chr1,229477078,-,229477079,chr1,229341331.0,-,229341332.0,II,chr1:229478014-229478935,N_Shore,C1orf96,NM_145257,Body,,C1orf96;C1orf96,ENST00000366686.1;ENST00000483092.1,TSS1500;3'UTR,C1orf96;C1orf96,ENST00000366686.1;ENST00000483092.1,TSS1500;3'UTR,True,True,,1.0
cg14099468,chr1,235814814,-,235814815,chr1,235651514.0,-,235651515.0,II,chr1:235811841-235814066,S_Shore,GNG4;GNG4,NM_001098721;NM_004485,TSS1500;TSS1500,Unclassified_Cell_type_specific,GNG4,ENST00000450593.1,TSS1500,GNG4,ENST00000450593.1,TSS1500,True,True,,1.0
cg21397540,chr1,247537159,-,247537160,chr1,247373857.0,-,247373858.0,II,,OpenSea,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg20433858,chr1,248101009,-,248101010,chr1,247937707.0,-,247937708.0,II,chr1:248100325-248100726,S_Shore,OR2L13,NM_175911,5'UTR,,OR2L13,ENST00000366478.2,5'UTR,OR2L13,ENST00000366478.2,5'UTR,True,True,,1.0
cg20510474,chr2,6675896,+,6675896,chr2,6535764.0,+,6535764.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg03429644,chr2,9252446,+,9252446,chr2,9112317.0,+,9112317.0,I,,OpenSea,,,,,,,,,,,True,True,,1.0
cg01621716,chr2,11636147,+,11636147,chr2,11496021.0,+,11496021.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg19584871,chr2,11810508,+,11810508,chr2,11670382.0,+,11670382.0,II,chr2:11809606-11810433,S_Shore,NTSR2,NM_012344,TSS200,,NTSR2,ENST00000306928.5,TSS1500,NTSR2,ENST00000306928.5,TSS1500,True,True,,1.0
cg01931792,chr2,20211771,+,20211771,chr2,20012010.0,+,20012010.0,II,chr2:20212067-20212783,N_Shore,MATN3,NM_002381,Body,,,,,,,,True,True,,1.0
cg04082016,chr2,20871401,+,20871401,chr2,20671641.0,+,20671641.0,II,chr2:20870006-20871280,S_Shore,,,,,GDF7,ENST00000272224.3,3'UTR,GDF7,ENST00000272224.3,3'UTR,True,True,,1.0
cg03350299,chr2,21266960,+,21266960,chr2,21044088.0,+,21044088.0,II,chr2:21266669-21266961,Island,APOB,NM_000384,TSS200,,APOB;APOB;APOB,ENST00000535079.1;ENST00000399256.4;ENST00000233242.1,TSS200;TSS200;TSS200,APOB;APOB;APOB,ENST00000535079.1;ENST00000399256.4;ENST00000233242.1,TSS200;TSS200;TSS200,True,True,,1.0
cg25071744,chr2,21266995,+,21266995,chr2,21044123.0,+,21044123.0,II,chr2:21266669-21266961,S_Shore,APOB,NM_000384,TSS200,,APOB;APOB;APOB,ENST00000535079.1;ENST00000399256.4;ENST00000233242.1,TSS200;TSS200;TSS200,APOB;APOB;APOB,ENST00000535079.1;ENST00000399256.4;ENST00000233242.1,TSS200;TSS200;TSS200,True,True,,1.0
cg08965143,chr2,24308246,+,24308246,chr2,24085376.0,+,24085376.0,II,chr2:24307026-24307678,S_Shore,TP53I3;TP53I3,NM_004881;NM_147184,TSS1500;TSS1500,,TP53I3;TP53I3;TP53I3;TP53I3;TP53I3;AC008073.6,ENST00000407482.1;ENST00000417886.1;ENST00000313482.4;ENST00000238721.4;ENST00000335934.4;ENST00000461972.1,TSS1500;TSS1500;TSS1500;TSS200;TSS200;5'UTR,TP53I3;TP53I3;TP53I3;TP53I3;TP53I3;TP53I3;TP53I3;AC008073.6;AC008073.6;AC008073.6;AC008073.6,ENST00000413037.1;ENST00000407482.1;ENST00000417886.1;ENST00000470636.1;ENST00000313482.4;ENST00000238721.4;ENST00000335934.4;ENST00000469867.1;ENST00000461972.1;ENST00000486967.1;ENST00000468799.1,TSS1500;TSS1500;TSS1500;3'UTR;TSS1500;TSS200;TSS200;5'UTR;5'UTR;5'UTR;5'UTR,True,True,True,0.0
cg02716646,chr2,25384293,+,25384293,chr2,25161424.0,+,25161424.0,II,chr2:25383939-25384763,Island,POMC;POMC,NM_000939;NM_001035256,Body;Body,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg22488717,chr2,26785946,+,26785946,chr2,26563078.0,+,26563078.0,II,chr2:26785881-26786101,Island,C2orf70,NM_001105519,Body,Unclassified,C2orf70,ENST00000409392.1,5'UTR,C2orf70;C2orf70;C2orf70,ENST00000479453.1;ENST00000409392.1;ENST00000479453.1,1stExon;5'UTR;5'UTR,True,True,,1.0
cg00956987,chr2,32757307,+,32757307,chr2,32532240.0,+,32532240.0,II,,OpenSea,BIRC6;MIR558,NM_016252;NR_030285,Body;Body,,MIR558,ENST00000384920.1,5'UTR,MIR558;BIRC6,ENST00000384920.1;ENST00000471232.1,5'UTR;5'UTR,True,True,,1.0
cg24209528,chr2,45239493,+,45239493,chr2,45012354.0,+,45012354.0,II,chr2:45240372-45241579,N_Shore,,,,,,,,,,,True,True,,1.0
cg10588622,chr2,45397776,+,45397776,chr2,45170637.0,+,45170637.0,II,chr2:45395869-45398186,Island,,,,,AC009236.1,ENST00000427020.1,3'UTR,AC009236.1,ENST00000427020.1,3'UTR,True,True,,0.0
cg14223654,chr2,45397802,+,45397802,chr2,45170663.0,+,45170663.0,II,chr2:45395869-45398186,Island,,,,,AC009236.1,ENST00000427020.1,3'UTR,AC009236.1,ENST00000427020.1,3'UTR,True,True,,1.0
cg14758072,chr2,47799268,+,47799268,chr2,47572129.0,+,47572129.0,II,chr2:47796923-47799166,S_Shore,,,,,KCNK12,ENST00000327876.3,TSS1500,KCNK12,ENST00000327876.3,TSS1500,True,True,,1.0
cg24686644,chr2,62020921,+,62020921,chr2,61793786.0,+,61793786.0,II,,OpenSea,,,,Unclassified,,,,,,,True,True,,1.0
cg14339650,chr2,71384571,+,71384571,chr2,71157441.0,+,71157441.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg24220031,chr2,73402428,+,73402428,chr2,73175300.0,+,73175300.0,I,chr2:73402638-73404802,N_Shore,,,,,,,,,,,True,True,,1.0
cg00058515,chr2,80527798,+,80527798,chr2,80300673.0,+,80300673.0,II,chr2:80529677-80530846,N_Shore,CTNNA2;CTNNA2,NM_004389;NM_001164883,Body;Body,,,,,LRRTM1;LRRTM1,ENST00000417012.1;ENST00000433224.1,3'UTR;3'UTR,True,True,,1.0
cg24222817,chr2,85839722,+,85839722,chr2,85612599.0,+,85612599.0,I,chr2:85838739-85839285,S_Shore,C2orf68,NM_001013649,TSS1500,Promoter_Associated,C2orf68;C2orf68;C2orf68;USP39,ENST00000478626.1;ENST00000306336.5;ENST00000409734.3;ENST00000459775.1,TSS1500;TSS1500;TSS1500;5'UTR,USP39;C2orf68;USP39;C2orf68;C2orf68;C2orf68;C2orf68;USP39;USP39,ENST00000474572.2;ENST00000478626.1;ENST00000465282.1;ENST00000420686.1;ENST00000306336.5;ENST00000409734.3;ENST00000423181.1;ENST00000491659.1;ENST00000459775.1,5'UTR;TSS1500;5'UTR;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;5'UTR,True,True,,1.0
cg22111694,chr2,91758369,+,91758369,,,,,II,chr2:91757196-91757540,S_Shore,,,,,,,,,,,True,True,,
cg26874229,chr2,105853672,+,105853672,chr2,105237215.0,+,105237215.0,I,chr2:105853493-105853797,Island,,,,Promoter_Associated,,,,,,,True,True,,1.0
cg25924274,chr2,121071122,+,121071122,chr2,120313546.0,+,120313546.0,II,,OpenSea,,,,Unclassified,,,,,,,True,True,,1.0
cg11942181,chr2,129659946,+,129659946,chr2,128902372.0,+,128902372.0,II,chr2:129659681-129659947,Island,,,,,,,,,,,True,True,,1.0
cg24980657,chr2,150177277,+,150177277,chr2,149320763.0,+,149320763.0,I,chr2:150176813-150177219,S_Shore,,,,,,,,,,,True,True,,1.0
cg27664689,chr2,152830665,+,152830665,chr2,151974151.0,+,151974151.0,II,,OpenSea,CACNB4;CACNB4;CACNB4;CACNB4,NM_000726;NM_001145798;NM_001005746;NM_001005747,Body;Body;Body;TSS200,,CACNB4;CACNB4,ENST00000360283.6;ENST00000534999.1,TSS200;TSS1500,CACNB4;CACNB4;CACNB4,ENST00000470066.1;ENST00000360283.6;ENST00000534999.1,TSS1500;TSS200;TSS1500,True,True,,1.0
cg26817877,chr2,173539621,+,173539621,chr2,172674893.0,+,172674893.0,I,,OpenSea,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg21361856,chr2,175870871,+,175870871,chr2,175006143.0,+,175006143.0,II,chr2:175869574-175870289,S_Shore,CHN1;CHN1,NM_001025201;NM_001822,TSS1500;TSS1500,Promoter_Associated_Cell_type_specific,CHN1;CHN1;CHN1,ENST00000409900.3;ENST00000488080.1;ENST00000409156.3,TSS1500;TSS1500;TSS1500,CHN1;CHN1;CHN1;CHN1;CHN1;CHN1,ENST00000469597.1;ENST00000409900.3;ENST00000451799.1;ENST00000425395.1;ENST00000488080.1;ENST00000409156.3,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg21627775,chr2,179056223,+,179056223,chr2,178191496.0,+,178191496.0,II,chr2:179058611-179060144,N_Shelf,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg01217071,chr2,201450323,+,201450323,chr2,200585600.0,+,200585600.0,II,chr2:201450526-201451027,N_Shore,AOX1,NM_001159,TSS1500,Unclassified_Cell_type_specific,AOX1;AC080164.1,ENST00000374700.2;ENST00000401149.1,TSS1500;TSS200,AOX1;AC080164.1,ENST00000374700.2;ENST00000401149.1,TSS1500;TSS200,True,True,,1.0
cg10634136,chr2,202901470,+,202901470,chr2,202036747.0,+,202036747.0,II,chr2:202897386-202901046,S_Shore,FZD7;FZD7,NM_003507;NM_003507,1stExon;3'UTR,,FZD7;FZD7,ENST00000286201.1;ENST00000286201.1,3'UTR;1stExon,FZD7;FZD7,ENST00000286201.1;ENST00000286201.1,3'UTR;1stExon,True,True,,1.0
cg22308949,chr2,206628553,+,206628553,chr2,205763829.0,+,205763829.0,I,,OpenSea,NRP2;NRP2;NRP2;NRP2;NRP2,NM_201279;NM_018534;NM_201267;NM_003872;NM_201266,Body;Body;Body;Body;Body,,AC007362.3;NRP2;NRP2;AC007362.3,ENST00000423425.1;ENST00000485684.1;ENST00000485684.1;ENST00000423425.1,3'UTR;1stExon;5'UTR;1stExon,AC007362.3;NRP2;NRP2;NRP2;AC007362.3;NRP2;NRP2,ENST00000423425.1;ENST00000467850.1;ENST00000485684.1;ENST00000485684.1;ENST00000423425.1;ENST00000472299.1;ENST00000472299.1,3'UTR;TSS1500;1stExon;5'UTR;1stExon;1stExon;5'UTR,True,True,,1.0
cg14157435,chr2,206628692,+,206628692,chr2,205763968.0,+,205763968.0,I,,OpenSea,NRP2;NRP2;NRP2;NRP2;NRP2,NM_201279;NM_018534;NM_201267;NM_003872;NM_201266,Body;Body;Body;Body;Body,,AC007362.3;NRP2;AC007362.3,ENST00000423425.1;ENST00000485684.1;ENST00000423425.1,3'UTR;5'UTR;1stExon,AC007362.3;NRP2;NRP2;AC007362.3;NRP2,ENST00000423425.1;ENST00000467850.1;ENST00000485684.1;ENST00000423425.1;ENST00000472299.1,3'UTR;TSS1500;5'UTR;1stExon;5'UTR,True,True,,1.0
